DishId,RestaurantId,Price,Name
433,433,6,Soaring Shrimp Tacos
434,434,9,Superfood Smoothie Elixirs
435,435,5,Silken Strands Highlight Kit
436,436,7,Caribbean Jerk Chicken
437,437,8,Blaine's Heavenly Truffles
438,438,12,Artichoke Dream Boat
439,439,8,Sizzlin' Street Tacos
440,440,13,Chevron Stripe Tea Towel
441,441,14,Golden Dragon Spring Rolls
442,442,11,Savory Veggie Panini
443,443,5,Airy Delight
444,444,9,Sizzling Bourbon Shrimp
445,445,6,Scranton Cheesesteak
446,446,8,Dragon Fire Chicken
447,447,12,Sizzlin' Southwest Omelette
448,448,7,Lens Flare Lemonade
449,449,5,Draino's Drizzle Bun
450,450,6,Stride Bliss Running Shoes
451,451,8,Mic Drop Chicken Sandwich
452,452,14,Bookmark Bites
453,453,12,TechFix Phone Case
454,454,10,Pawsitively Delicious Bones
455,455,5,Wildout Critter Crunchies
456,456,6,Healing Harvest Salad
457,457,15,Rainbow Bliss Smoothie
458,458,10,Golden Dragon Dumplings
459,459,5,Gut Soothing Spiced Tea
460,460,13,Whisker-tastic Waffles
461,461,5,Golden McNuggets
462,462,5,Stuffed Bell Peppers
463,463,12,Culinary Creations
464,464,12,Sole Saver Loafers
465,465,8,Auto-Licious Chili
466,466,14,"""The Zoomin' Ziti"""
467,467,11,Granite Glazed Pork Chops
468,468,12,Zen Garden Stir-Fry
469,469,9,Temple Tantalizing Tofu Salad
470,470,15,Boise 4x4: Trailblazer Tacos
471,471,10,Sizzlin' Cali Burrito
472,472,13,Alic Motors: Turbo Pasta
473,473,7,Mediterranean Sun-dried Tomato Hummus
474,474,7,The Engraved Marvel
475,475,7,"""The Rocket Burger"""
476,476,14,Baleadas Especiales
477,477,7,Tasty Tire Pizza
478,478,12,LockGuard Security Pasta
479,479,12,El Con Health & Wellness Center - Fresh Kale Salad
480,480,10,Thai Basil Chicken Stir Fry
481,481,5,Fur-tastic Fido Refresh Package
482,482,5,Village Veggie Delight
483,483,8,Fluffy Buttermilk Pancakes
484,484,7,Blissful Hibiscus Infusion Tea
485,485,15,Protein Powerhouse Blend
486,486,6,Calm Allergy Relief Syrup
487,487,14,Luscious Lava Cake
488,488,11,Champion Style Hair Gel
489,489,7,Silky Scalp Nourishing Shampoo
490,490,10,Hair Flip Fritters
491,491,13,Green Goddess Quinoa Bowl
492,492,7,Elegant Euphoria Earrings
493,493,9,Tumbleweed Tacos
494,494,6,Pampered Paws Pet Shampoo
495,495,12,Clay Oven Delight
496,496,14,Nissan Noodle Bowl
497,497,10,Cheesy Pepperoni Pizza
498,498,15,Morales' Garden Delight
499,499,7,Cedar Park Western Burger
500,500,15,Cherry Blossom Beauty Balm
501,501,11,Berry Burst Parfait
502,502,6,Crispy Ramen Crunchers
503,503,5,Bagel Blitz Sandwich
504,504,13,Golden Gourmet Risotto
505,505,8,Mango Tango Hand Grenade
506,506,15,Car Care Combo
507,507,5,Vegetarian Delight Sandwich
508,508,11,Southwestern Fiesta Bowl
509,509,5,Harmony Quinoa Bowl
510,510,11,Freddy's Steakburger Deluxe
511,511,12,Slick Tire Stew
512,512,13,Revved-Up Ribs
513,513,5,Sizzle & Sear Steakhouse
514,514,8,Ceramic Shine Specialty Wax
515,515,11,Golden Chicken Tenders
516,516,14,Pedal Power Pasta
517,517,10,Speedy Sausage Sandwich
518,518,14,Healing Chicken Noodle Soup
519,519,13,Spice Sensation Biryani
520,520,11,Speed Demon Spareribs
521,521,8,Signature Shave Butter
522,522,5,Sunshine Pineapple Delight
523,523,9,Frontier Pecan Pie
524,524,5,Spiced Masala Okra
525,525,15,Rustic Maple Glazed Pork Chop
526,526,10,Saffron Skyline Rug
527,527,6,Clucker Wrap
528,528,15,Purrfectly Groomed Tuna Treats
529,529,11,Incredipasta
530,530,6,Checkers' Crunchy Onion Rings
531,531,9,Ink Master's Delight
532,532,7,Midnight Tinted Tacos
533,533,13,Flavor Fusion Delight
534,534,9,Rose Petal Manicure
535,535,9,Yerli's Stitched Delight
536,536,13,Fertile Farmland Frittata
537,537,13,Everything Bagel Sandwich
538,538,5,Brickyard BBQ Dip
539,539,5,Ink Fusion Silk Scarf
540,540,10,Mystery Cheesesteak Challenge
541,541,7,Serenity Scrub Butter
542,542,12,Savory Shepherd's Pie
543,543,5,"""Midnight Whisky Blend"""
544,544,5,Elegant Event Canopy
545,545,7,Tropical Sunset Tacos
546,546,8,Golden Dragon Dumplings
547,547,15,Woodland Berry Salad
548,548,11,Golden Dragon Stir-Fry
549,549,10,Crème de la Cleanse
550,550,5,Smokey Maple Pork Ribs
551,551,12,Arrowhead Apple Pie
552,552,11,Midnight Ride Burger
553,553,9,Fiery Cajun Shrimp.
554,554,13,Churro Delight
555,555,9,Kleftiko Lamb Shoulder
556,556,12,Pho-licious Chicken Soup
557,557,9,Minuteman Sandwich
558,558,13,Urban Nacho Platter
559,559,11,Bespoke Burger Bow Tie
560,560,5,Thyme-Rubbed Smoked Brisket
561,561,13,Inkmaster's Feast
562,562,15,The Big Apple BLT
563,563,11,Twilight Truffle Torte
564,564,15,Carnival Popcorn Delight
565,565,6,Storage Delight
566,566,8,Sauteed Kale with Pine Nuts
567,567,7,Aromatic Mutton Biryani
568,568,5,Glamorous Gemstone Manicure
569,569,11,Amber's Masala Chai
570,570,6,Spicy Smokehouse Brisket
571,571,10,Harvest Apple Pie
572,572,12,Cappuccino Cream Cake
573,573,6,Sweet Sunrise Donut
574,574,15,Savory Sunrise Omelette
575,575,15,Victoria's Veggie Delight
576,576,12,Printer's Pastry Palette
577,577,11,Picasso's Pesto Pasta
578,578,7,Sea Captain's Platter
579,579,8,Sizzling Fajita Skillet.
580,580,15,Tooth Fairy's Delight
581,581,7,DreamCloud Mattress
582,582,11,Sun-Kissed Salmon Salad
583,583,12,Vitality Bowl
584,584,15,Fiesta Chicken Enchiladas
585,585,9,"""Poppy's Sundae Delight"""
586,586,5,Relax & Refresh Body Scrub
587,587,11,Arabian Nights Pillow
588,588,11,Fudge Delight Brownies
589,589,6,Lakeside Lemonade
590,590,10,Cheesy Bacon Ranch Fries
591,591,12,Pumpkin Spice Latte
592,592,5,Tiny Treasure Onesie
593,593,13,"""Savory Sage Turkey Sandwich"""
594,594,13,Gnocchi Alla Vodka
595,595,11,Magic Mushroom Burger
596,596,13,Seaside Serenade
597,597,12,Soft Pretzel Twists
598,598,11,Savannah Skewers
599,599,6,Everything Bagel with Cream Cheese Delight
600,600,13,Champion Special Burger
601,601,6,Enchiladas del Sol
602,602,14,Cheesy Garlic Bread Twists
603,603,12,Tropical Blossom Bouquet
604,604,13,Flaming Phoenix Wraps
605,605,11,The Natural Oak Plank
606,606,11,"""Strike & Pocket Nachos"""
607,607,7,Hound's Hearty Stew
608,608,9,Fiesta Flautas
609,609,12,Crispy Bucket Combo
610,610,5,Riverwalk Delight
611,611,5,Honey Mustard Glazed Salmon
612,612,11,Boogyz Berry Bliss Donut
613,613,8,Nitrous Nachos
614,614,7,Iced Cinnamon Almondmilk Macchiato
615,615,6,Majestic Towing's Sweet & Spicy Pulled Pork Sandwich
616,616,5,Vivid Dream Bowl
617,617,11,Hoppy Harvest Salad
618,618,6,Tasty Tofu Bowl
619,619,11,Hoagie Haven
620,620,10,Shiny Suds Car Wash Special
621,621,12,Cheddar Broccoli Soup
622,622,6,Mediterranean Madness Gyro
623,623,12,Smile-Boosting Snack Packs
624,624,6,Inferno Burger
625,625,11,Savory Sunrise Omelette
626,626,8,Creekside Chicken Parmesan
627,627,10,Blooming Blossom Bouquet
628,628,6,Savory Creole Shrimp Gumbo
629,629,13,Sizzling Sriracha Chicken Sandwich
630,630,11,Shine & Sparkle Car Wax
631,631,13,Haircut Heaven
632,632,12,Lemon Basil Gelato
633,633,7,Colonial Apple Pie
634,634,9,Auction House Blend Coffee
635,635,6,Mystical Mermaid Milkshakes
636,636,10,Kaiserman Kale Salad
637,637,10,Granite City Grilled Chicken Caesar Salad
638,638,9,Cheesy Bacon Bombs
639,639,6,Euro-Bistro Bratwurst
640,640,13,Sakura Blossom Roll
641,641,12,Honey Wheat Ale
642,642,10,Ethereal Eclair
643,643,12,Retro Game Delight
644,644,5,Rainbow Quinoa Salad
645,645,6,Soleful Steps Sandals
646,646,11,Golden Sun Patio Awning
647,647,11,Cheeseburger Deluxe
648,648,9,Artistic Pasta Classics
649,649,11,Royal Rose Manicure
650,650,11,Moose's Pulled Pork Sandwich
651,651,14,Pepperoni Perfection
652,652,5,Monster Munchies Sliders
653,653,7,Tandoori Chicken Royale
654,654,7,Maple Glazed Pork Chops
655,655,12,Glassy Granita
656,656,9,Harpet's Lavender Linen Mist
657,657,11,Sunset Spiced Chili
658,658,8,Print & Ship Pasta Parcel
659,659,5,Honeycomb Crunch Ice Cream
660,660,12,Midnight Mystery Pasta
661,661,5,Golden Chicken Nuggets
662,662,7,"""Recoil Buster Shotgun Cleaning Kit"""
663,663,15,Spicy Chipotle Tacos
664,664,6,Cosmic Kale Salad
665,665,10,Gourmet Grilling Skewers
666,666,8,Spicy Asphalt Burger
667,667,5,Zesty Za'atar Wrap
668,668,12,Harmony Bowl
669,669,6,Dream Cushion Blast
670,670,15,Gulch Green Goddess Salad
671,671,5,Spicy Mango Salsa
672,672,9,Risotto alla Pescatora
673,673,6,Rituals Aveda Salon - Tranquility Lavender Candle
674,674,11,Pineapple Passion Salad
675,675,15,Copper Canyon Crunch
676,676,13,Grease Monkey Burger
677,677,15,"""Pasta Primavera"""
678,678,7,"""Krch Realty's Spicy Chicken Tenders"""
679,679,14,Cobblestone Chicken and Waffles
680,680,11,Mediterranean Sunrise Salad
681,681,14,The Cutthroat Burger
682,682,13,Midnight Stout
683,683,5,Smooth Move Boxes
684,684,9,Sweet Dreams Cheesecake
685,685,9,Emerald Isle Breakfast Burrito
686,686,13,Babylicious Berry Blend Purée
687,687,9,Fragrant Citrus Upholstery Cleaner
688,688,9,Tire Choice Auto Service Centers - Spark Plug Soufflé
689,689,11,Leprechaun's Bounty
690,690,5,Southern Smokehouse BBQ Burger
691,691,8,Enchanted Espresso Eyedrops
692,692,9,Anacapa Sunrise
693,693,13,Spicy Basil Noodles
694,694,12,Silky Tresses Shampoo
695,695,15,Sizzling Garlic Shrimp
696,696,5,Terra's Blissful Berry Bowl
697,697,7,Budget Rental Cars Special Chicken Stir-Fry
698,698,13,Ocean Breeze Burger
699,699,11,Soft as Silk Eyebrow Kit
700,700,8,"""Zesty Grout Pasta"""
701,701,8,Fiesta Fajita Wrap
702,702,7,EBS Signature Shingles
703,703,13,Frady's Flavorful Fritters
704,704,12,"""Mexican Fiesta Quesadilla"""
705,705,11,Luxury Mile-High Burger
706,706,7,Rubber Tire Tacos
707,707,5,Mandarin Orange Chicken
708,708,7,Berry Burst Smoothie
